ST_YMD	VDS_ID	LANE_NO	VOL	SPD	OCC
20180827 	0010VDE30600	2	146	95.97	7.56
20180827 	0010VDE30650	2	0	100	0
20180827 	0010VDE30700	2	184	111.63	5.99
20180827 	0010VDE30800	2	163	80.83	9.17
20180827 	0010VDE30900	2	184	98.43	6.47
20180827 	0010VDE31000	2	179	110.07	5.53
20180827 	0010VDS30500	2	225	100.33	11.46
20180827 	0010VDS30600	2	141	100.87	6.87
20180827 	0010VDS30650	2	0	100	0
20180827 	0010VDS30700	2	184	102.5	5.45
20180827 	0010VDS30800	2	196	76.5	10.32
20180827 	0010VDS30900	2	139	104.73	4.95
20180827 	0010VDS31000	2	159	102.53	5.12
20180827 	0010VDE30500	2	93	103.09	6.28
20180827 	0010VDE30600	2	137	94.7	8.23
20180827 	0010VDE30650	2	0	100	0
20180827 	0010VDE30700	2	174	108.78	8.19
20180827 	0010VDE30800	2	138	80.99	8.22
20180827 	0010VDE30900	2	175	103.96	5.25
20180827 	0010VDE31000	2	135	117.7	3.87
20180827 	0010VDS30500	2	192	102.21	9.82
20180827 	0010VDS30600	2	131	103.19	6.29
20180827 	0010VDS30650	2	0	100	0
20180827 	0010VDS30700	2	151	98.09	5.47
20180827 	0010VDS30800	2	151	73.59	10.32
20180827 	0010VDS30900	2	125	109.54	4.59
20180827 	0010VDS31000	2	136	100.51	4.56
20180828 	0010VDE30500	2	94	107.93	4.07
20180828 	0010VDE30600	2	188	93	10.84
20180828 	0010VDE30650	2	0	100	0
20180828 	0010VDE30700	2	248	107.33	14.26
20180828 	0010VDE30800	2	206	74.73	14.62
20180828 	0010VDE31000	2	157	90.43	7.29
20180828 	0010VDS30500	2	250	107.53	14.15
20180828 	0010VDS30600	2	172	93.4	10.71
20180828 	0010VDS30650	2	0	100	0
20180828 	0010VDS30700	2	187	84.17	10.13
20180828 	0010VDS30800	2	33	70.7	2.02
20180828 	0010VDS31000	2	202	71.47	15.54
20180828 	0010VDE30500	2	89	114.31	4.13
20180828 	0010VDE30600	2	156	97.21	8.74
20180828 	0010VDE30650	2	0	100	0
20180828 	0010VDE30700	2	226	110.95	10.09
20180828 	0010VDE30800	2	198	81.6	13.24
20180828 	0010VDE31000	2	151	96.97	6.32
20180828 	0010VDS30500	2	255	100.35	13.68
20180828 	0010VDS30600	2	183	99.28	14.22
20180828 	0010VDS30650	2	0	100	0
20180828 	0010VDS30700	2	147	79.27	9.87
20180828 	0010VDS30800	2	32	76.25	2.18
20180828 	0010VDS31000	2	201	75.39	17.47
20180828 	0010VDE30500	2	84	112.71	3.38
20180828 	0010VDE30600	2	155	100.69	8.45
20180828 	0010VDE30650	2	0	100	0
20180828 	0010VDE30700	2	223	112.26	11.19
20180828 	0010VDE30800	2	183	74.61	11.53
20180828 	0010VDE31000	2	133	100.59	6.83
20180828 	0010VDS30500	2	207	104.1	10.03
20180828 	0010VDS30600	2	144	102.94	7.88
20180828 	0010VDS30650	2	0	100	0
20180828 	0010VDS30700	2	129	69.75	17.37
20180828 	0010VDS30800	2	40	76.86	2.33
20180828 	0010VDS31000	2	184	72.05	17.85
20180828 	0010VDE30500	2	61	115.43	3.95
20180828 	0010VDE30600	2	134	102.77	5.84
20180828 	0010VDE30650	2	0	100	0
20180828 	0010VDE30700	2	198	115.03	9.14
20180828 	0010VDE30800	2	157	81.97	7.9
20180828 	0010VDE31000	2	140	102.17	8.73
20180828 	0010VDS30500	2	209	102.93	10.75
20180828 	0010VDS30600	2	127	100.13	10.89
20180828 	0010VDS30650	2	0	100	0
20180828 	0010VDS30700	2	105	72.78	12.99
20180828 	0010VDS30800	2	31	80.5	1.89
20180828 	0010VDS31000	2	159	74.67	16.93
20180829 	0010VDE30500	2	106	94.17	6.59
20180829 	0010VDE30600	2	173	86.77	10.52
20180829 	0010VDE30650	2	0	100	0
20180829 	0010VDE30700	2	231	105.33	13.96
20180829 	0010VDE30800	2	226	77.87	17.48
20180829 	0010VDE30900	2	246	70.9	19.33
20180829 	0010VDE31000	2	174	85.67	14.14
20180829 	0010VDS30500	2	259	99.43	15.18
20180829 	0010VDS30600	2	120	97.5	9.26
20180829 	0010VDS30650	2	0	100	0
20180829 	0010VDS30700	2	215	74.97	17.79
20180829 	0010VDS30800	2	222	76.47	22.43
20180829 	0010VDS30900	2	223	88.9	21.95
20180829 	0010VDS31000	2	243	73.17	24.47
20180829 	0010VDE30500	2	112	101.69	7.34
20180829 	0010VDE30600	2	159	85.46	12.5
20180829 	0010VDE30650	2	0	100	0
20180829 	0010VDE30700	2	228	111.81	14.45
20180829 	0010VDE30800	2	219	74.64	15.27
20180829 	0010VDE30900	2	235	77.25	14.55
20180829 	0010VDE31000	2	165	78.05	16.61
20180829 	0010VDS30500	2	227	105.34	12.76
20180829 	0010VDS30600	2	153	90.6	16.07
20180829 	0010VDS30650	2	0	100	0
20180829 	0010VDS30700	2	156	73.16	11.93
20180829 	0010VDS30800	2	182	69.15	19.28
20180829 	0010VDS30900	2	204	86.57	17.26
20180829 	0010VDS31000	2	202	74.77	21.52
20180829 	0010VDE30500	2	124	104.73	6.74
20180829 	0010VDE30600	2	140	89.53	7.74
20180829 	0010VDE30650	2	0	100	0
20180829 	0010VDE30700	2	216	94.8	12.08
20180829 	0010VDE30800	2	192	71.1	14.36
20180829 	0010VDE30900	2	188	80.5	10.26
20180829 	0010VDE31000	2	162	84.43	9.63
20180829 	0010VDS30500	2	213	101.7	11.77
20180829 	0010VDS30600	2	80	94.5	6.4
20180829 	0010VDS30650	2	0	100	0
20180829 	0010VDS30700	2	206	77.77	14.19
20180829 	0010VDS30800	2	189	59.07	22.35
20180829 	0010VDS30900	2	195	83.77	18.79
20180829 	0010VDS31000	2	212	81.57	20.14
20180829 	0010VDE30500	2	134	95.9	6.38
20180829 	0010VDE30600	2	135	86.67	7.84
20180829 	0010VDE30650	2	0	100	0
20180829 	0010VDE30700	2	200	94.9	11.39
20180829 	0010VDE30800	2	185	66.53	13.88
20180829 	0010VDE30900	2	182	83.3	10.02
20180829 	0010VDE31000	2	164	88.9	9.38
20180829 	0010VDS30500	2	198	93	10.98
20180829 	0010VDS30600	2	120	98.43	11.54
20180829 	0010VDS30650	2	0	100	0
20180829 	0010VDS30700	2	177	78.37	12.54
20180829 	0010VDS30800	2	175	61.07	20.79
20180829 	0010VDS30900	2	188	83.17	14.03
20180829 	0010VDS31000	2	196	79.97	14.21
20180830 	0010VDE30500	2	162	117.8	4.77
20180830 	0010VDE30600	2	165	108.97	5.84
20180830 	0010VDE30650	2	0	100	0
20180830 	0010VDE30700	2	225	110.4	6.85
20180830 	0010VDE30800	2	217	85.13	8.53
20180830 	0010VDE30900	2	285	101.1	8.26
20180830 	0010VDE31000	2	231	108.63	6.85
20180830 	0010VDS30500	2	185	104.17	5.74
20180830 	0010VDS30600	2	87	110.07	4.34
20180830 	0010VDS30650	2	0	100	0
20180830 	0010VDS30700	2	190	98.37	5.88
20180830 	0010VDS30800	2	204	73.97	9.52
20180830 	0010VDS30900	2	230	100.83	7.73
20180830 	0010VDS31000	2	231	95.63	8.1
20180830 	0010VDE30500	2	174	118.83	5.09
20180830 	0010VDE30600	2	160	108.83	5.78
20180830 	0010VDE30650	2	0	100	0
20180830 	0010VDE30700	2	217	110.6	6.51
20180830 	0010VDE30800	2	217	84.93	8.97
20180830 	0010VDE30900	2	242	101.9	6.81
20180830 	0010VDE31000	2	218	109.53	6.3
20180830 	0010VDS30500	2	200	102.17	6.36
20180830 	0010VDS30600	2	199	111.17	9.78
20180830 	0010VDS30650	2	0	100	0
20180830 	0010VDS30700	2	215	97.3	6.91
20180830 	0010VDS30800	2	219	71.37	9.88
20180830 	0010VDS30900	2	213	100.67	7.07
20180830 	0010VDS31000	2	235	94.97	8.65
20180830 	0010VDE30500	2	140	118.6	3.72
20180830 	0010VDE30600	2	143	114.73	5.2
20180830 	0010VDE30650	2	0	100	0
20180830 	0010VDE30700	2	195	110.1	5.89
20180830 	0010VDE30800	2	189	87.73	7.06
20180830 	0010VDE30900	2	232	103.53	6.29
20180830 	0010VDE31000	2	189	113.1	5.14
20180830 	0010VDS30500	2	192	105.13	5.92
20180830 	0010VDS30600	2	193	108.17	9.67
20180830 	0010VDS30650	2	0	100	0
20180830 	0010VDS30700	2	206	99.53	6.3
20180830 	0010VDS30800	2	213	72.33	9.54
20180830 	0010VDS30900	2	199	102.27	6.84
20180830 	0010VDS31000	2	213	98.03	7.39
20180830 	0010VDE30500	2	145	120.71	3.61
20180830 	0010VDE30600	2	142	113.64	4.62
20180830 	0010VDE30650	2	0	100	0
20180830 	0010VDE30700	2	214	111.91	6.36
20180830 	0010VDE30800	2	209	86.89	7.74
20180830 	0010VDE30900	2	225	101.91	6.08
20180830 	0010VDE31000	2	192	111.42	5.47
20180830 	0010VDS30500	2	178	107.56	5.61
20180830 	0010VDS30600	2	160	111.14	8.82
20180830 	0010VDS30650	2	0	100	0
20180830 	0010VDS30700	2	182	101.04	6.71
20180830 	0010VDS30800	2	180	73.87	8.06
20180830 	0010VDS30900	2	176	102.56	5.63
20180830 	0010VDS31000	2	190	96.27	7.09
20180831 	0010VDE30500	2	170	109.33	5.04
20180831 	0010VDE30600	2	238	104.24	8.55
20180831 	0010VDE30650	2	0	100	0
20180831 	0010VDE30700	2	179	105.36	5.65
20180831 	0010VDE30800	2	176	82.06	7.69
20180831 	0010VDE30900	2	302	94.56	9.68
20180831 	0010VDE31000	2	199	101.61	6.15
20180831 	0010VDS30500	2	199	99.28	6.3
20180831 	0010VDS30600	2	218	106.99	7.52
20180831 	0010VDS30650	2	0	100	0
20180831 	0010VDS30700	2	204	92.41	7.37
20180831 	0010VDS30800	2	215	69.02	10.86
20180831 	0010VDS30900	2	272	92.76	9.95
20180831 	0010VDS31000	2	218	87.54	8.48
20180831 	0010VDE30500	2	169	111.67	4.99
20180831 	0010VDE30600	2	187	107.33	6.67
20180831 	0010VDE30650	2	0	100	0
20180831 	0010VDE30700	2	204	107.8	6.53
20180831 	0010VDE30800	2	198	83.17	8.05
20180831 	0010VDE30900	2	279	98.3	8.91
20180831 	0010VDE31000	2	229	103.63	7.08
20180831 	0010VDS30500	2	192	100.57	6.49
20180831 	0010VDS30600	2	215	107.13	7.64
20180831 	0010VDS30650	2	0	100	0
20180831 	0010VDS30700	2	203	92.67	6.98
20180831 	0010VDS30800	2	221	71.33	9.86
20180831 	0010VDS30900	2	245	97.73	8.3
20180831 	0010VDS31000	2	210	92.17	8.15
20180831 	0010VDE30500	2	165	119.36	4.54
20180831 	0010VDE30600	2	186	110.97	6.3
20180831 	0010VDE30650	2	0	100	0
20180831 	0010VDE30700	2	206	108.07	6.15
20180831 	0010VDE30800	2	205	85.67	8.19
20180831 	0010VDE30900	2	242	101.79	6.8
20180831 	0010VDE31000	2	199	106.9	5.71
20180831 	0010VDS30500	2	184	102.14	6.01
20180831 	0010VDS30600	2	219	104.42	11.14
20180831 	0010VDS30650	2	0	100	0
20180831 	0010VDS30700	2	214	97.88	6.86
20180831 	0010VDS30800	2	224	72.4	10.97
20180831 	0010VDS30900	2	234	98.03	8.49
20180831 	0010VDS31000	2	230	90.83	8.39
20180831 	0010VDE30500	2	150	121.51	3.99
20180831 	0010VDE30600	2	128	114.83	4.52
20180831 	0010VDE30650	2	0	100	0
20180831 	0010VDE30700	2	189	108.54	5.81
20180831 	0010VDE30800	2	198	84.95	7.84
20180831 	0010VDE30900	2	244	102.31	7.99
20180831 	0010VDE31000	2	197	113.1	5.35
20180831 	0010VDS30500	2	199	102.07	6.48
20180831 	0010VDS30600	2	239	105.33	16.42
20180831 	0010VDS30650	2	0	100	0
20180831 	0010VDS30700	2	206	96.37	6.87
20180831 	0010VDS30800	2	206	69.89	9.77
20180831 	0010VDS30900	2	231	95.77	8.18
20180831 	0010VDS31000	2	235	94.36	8.42
